text,score
juss dropped the wife off I love her so,love
Stressed  I want prom to be perfect for me &amp; my babe and shit aint looking to good right now!,love
I loved johnny carson now I'm going to hate seeing jay leno go  (via @womanschitchat) that's what I was waiting for someone to say!,love
Im sending this to my mother!  http://bit.ly/1aa1RF,love
"http://twitpic.com/4wuko - This is 'Teddy Bear', we might be getting him - isn't he so cute",love
"loves summer! and don't forget people, tomorrow is mother's day!",love
"@yarivs Storysize is 2 (and it's posted as a short story, not one liner), but doesn't show up in any news friends can see. Only in wall",neutral
ewww exams next week . i dont think i can do it  ahhhhhhhhhhhhhh,neutral
"@DAChesterFrench DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",neutral
now i'm in hmv,neutral
watching saturday night live; justin timberlake hosts,neutral
@balmainbazaar agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,neutral
@Noufah make it full girl 120%,neutral
@roboreese Hulu no work in Canada,neutral
hahah ive got ginger hair nao,neutral
"Thx, Robban  http://www.sk-gaming.com/match/17905",neutral
Just ate way to many chocolate animal crackers,neutral
@irgxana  I know... kittie should be a professional....,neutral
Cleaning up the kitchen &amp;watching the Royals play,neutral
"@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)",neutral
@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly,neutral
buy one of my shirts at http://www.districtlines.com/revertfashion you know you want to,neutral
Barnsley To Keep Davey   And Sign A New Experienced Striker.,neutral
@robinjection well maybe someone will care,neutral
Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,neutral
@andrewschof hows u? lovely day here!,neutral
@tinkfan that sounds interesting. wish my phone did java..,neutral
says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw,neutral
"@CrushStevens music is always there when noone else understands  i agree it's very important, a single song can change your whole day",neutral
"twitter,facebook,myspace...no phone still",neutral
"up and about to do my hair...ugh, i dont want to go to work today!",neutral
feels ..my cousin is a monkey  http://plurk.com/p/x23pa,neutral
"THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME",neutral
@AmbroseChick yeah they got qualifyin in.  This whole race is tape delayed,neutral
@knobzie their loss,neutral
"@jemimakiss but have you got @nrierp, and twitted a link to it. No? Fail.",neutral
Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's persist,neutral
in faa thaa night  movie night?,neutral
my tv is so boring,neutral
@dmafiax i know...,neutral
@SuperTriviaGuy Hey we were at Tallebudgera Creek at 5pm.....visiting Anita's special tree........could have almost bumped into you,neutral
@mitchelmusso!  i called and called. I think you should answer more. haha,neutral
@kerri_louise yeah. like that,neutral
"@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",neutral
Good Morning Twitts! Another GloOmy day in NYC!,neutral
"something outside has a bell  and i wont stop ringing, i think its children with bikes  the asbos",neutral
@elizabethlai Just study according to the notes that you had to copy and you'll be fine.,neutral
@kid_twist86 strip club is picking up!,neutral
@davidteran haha I wish! I have a BFA in photography now.,neutral
Crawling back into bed...because I can,neutral
http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via @Despil,neutral
Follow Friday is a bit hard to do when my work kicks in on Fridays,neutral
@lotusheartbreak You should check yourz Rayne.,neutral
Good Morning good old Germany - I wanna say hello to New York.  I'm not in love. . .not really.,neutral
working today.  Can't find my key so I had to borrow Miranda's.,neutral
"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6",neutral
"Client consult in Valley Ranch, then home to work some more",neutral
"@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes",neutral
@judysteapot yup - working away hard! Busy busy busy,neutral
sassy grandma's make for a pretty awesome mother's day dinner!,neutral
@mattcutts - Try this one  @deltaairlines,neutral
@FotoWala wow! I've joined the photography scene pretty recently so this (large format) makes it even more interesting,neutral
@eridge I was just thinking that,neutral
"Home, getting ready to back to work on Monday.  Maternity leaves is up",neutral
@zaccolley of course it is   http://is.gd/kqSK,neutral
"I've come close to astroturf myself, @mgrocki. Save yr $$ - it doesn't drain. Just spray paint yr yard green instead",neutral
"may gray, coldplay, and nice showers...work at 2",neutral
@allcash4homes me too,neutral
@downtowndiane missed the cutoff for the free chocolate  eh well...bikini season is coming.....,neutral
"@Flawless326 Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you.",neutral
@swfanworks --that came to my mind. So I said it. And it has now been adapted into my family's vocabulary,neutral
@Shontelle_Layne  hmm.. what's ur fav movie?? tv shows??,neutral
I have MAJOR CRAMPLES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,neutral
"Happy Star Wars Day. May the fourth be with you. Ahh, that ones an oldy but a goody",neutral
ACABOU!!!,neutral
Is de examens al beu,neutral
@RachaelBlevins3 heyyyyyyyyyyyyyya,neutral
"Today starts grooming academy, wish me luck.",neutral
Finally lost FM97,neutral
It does! Lol but i have none,neutral
@chrisettefan hhaha kewl dude!!  but if u dont know &amp; he does have a reason well thats another story mhmhmh...does he?,neutral
"All the cool people I want to find for following today are #English, and I guess the English don't tweet.",neutral
@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product,neutral
@maroonedmarla Try this link.  You'll have to watch an ad first though. http://tinyurl.com/4ttngg,neutral
@SticknYOU if you were down the road from me you can bet i would be right there  #MMOT,neutral
@lumivalkoinen nice you look awesome in photos .. whereas I look like a drunken soccer fan in all of mine,neutral
@Newy_ShortStack Yeah if i do go i will be going to the second one aswell,neutral
"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?",neutral
@DavidArchie alright!  you should go to the market and haggle them! ),neutral
"@weezyg As soon as I figure it out, I'll let you know.  I know it is possible, just an rss feed, but haven't done it yet.",neutral
@gemmie_mit_glee It is confusing and flippin expensive,neutral
is back from a weekend get away,neutral
"Right, is too glorious a day to be sat inside....must go and do something more active! Have a good day all",neutral
"errbody, please check out http://mscaseycarter.blogspot.com. id appreciate it a bunch.",neutral
"to indo dormir, good night",neutral
Is there a way to block followers?  I have no idea who you are. .  Sorry..,neutral
"@karess I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming",neutral
Headed to waterfront for a quick drink with the office peeps...Corsen Building of course was booked  Any suggestions?,neutral
@shirkinerd thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don't take one if I do,neutral
Trying to figure out how to use this twitter thing  Hahhh,neutral
@Nicsey 3000 then ya up with me my friend ... i type too much,neutral
"Lunch, club meeting, effin bored",neutral
right anyone know what episode of Bones is showing on sky2 tonight at 9pm - programme synopsis is not available on my box,neutral
"@dougiemcfly so which one are you The Good, The Bad or The Ugly",neutral
"Today isn't going the way I planned.  Early lunchbreak &amp; I may not be back til Mon. Weekend gonna be fun with friends, tho.",neutral
@zaharh that sucks!  how old are you actually?,neutral
In an office on a Friday evening,neutral
@drhodenbaugh Yes Hindustan Rocks dude! Dunia mein asay koi fusion nehi milegi,neutral
@CashCapone now cash u kno I'm not a hater.....jus upset I don't have my update yet,neutral
"@laralowell well, I know I am!!",neutral
Wife and kids have made it to San Antonio...almost to Corpus!  Praying for safety the rest of the way.  Guess I'll watch the game alone,neutral
Get: &quot;Fightstar - Mercury Summer&quot; here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,neutral
@tattoos1985 is it seven yet?,neutral
"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",neutral
@rosaliiinda practicing piano..ima wash my whip later..its all muggt out,neutral
@leepovey,neutral
@MissToniii so glad i'm not at uni anymore,neutral
is wishing that i could be famous for acting and dancing,neutral
@Donniesbabe I will post it later. Its not on my comp,neutral
@astynes I don't have a VCR...,neutral
Jacqueline Wilson day on CBBC,neutral
"Morning all  sun is shining, birds are singing - time for a cuppa T in the garden while reading tweets  http://twitpic.com/4ws9r",neutral
@busaysay thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,neutral
@mrskutcher How do you include an uploaded photo with your tweet??  I'm new...thanks,neutral
"House of the Muses 4, page 28 is now live.   http://bit.ly/egVW3",neutral
tummy hurts,neutral
@julierockaholic STEPHEN KING FO SHO,neutral
when the sun goes down!!!   ? http://blip.fm/~5yyud,neutral
@Rove1974  I just tried whispering your name like Justin Timberlake does.. it does sound sexy,neutral
Spending the Night at lightner's crib.,neutral
@esoterismo  cool its my P,neutral
"@fladdermus_a  ??????, ??????????",neutral
Come on Knight... It's been well over 4 hours,neutral
Looking at the pix from #dbuc09 - seems like everyone was doing good stuff - *almost* wish I wasn't in Nice at the time,neutral
(We got *both* kinds of music here...),neutral
@Flutechick728,neutral
@Tom_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma'a al modem wa al router,neutral
@warzabidul good morning fella   i have the joy of work to do today.  what are your plans?,neutral
I want more followers.,neutral
PeeWee is napping on the couch.  http://apps.facebook.com/dogbook/profile/view/5608012,neutral
back home,neutral
"Free for all... good nite I mean its a good nite, wateva",neutral
"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey",neutral
@gfalcone601 Hi Gi  are you going tonight?  xx,neutral
Watching some vintage topgear,neutral
@sheilasela shelaaaaaaaa,neutral
"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!",neutral
@Brandensilva Most of my friends wanted to try it yesterday but failed because of the whole .Net thingy...it worked fine with me,neutral
